Ward,Suburb,Property_code,Park_Name,Node_ID,Node_Name,Item_ID,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing,Equipment_ID
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,B-RE-1825-N004,BOWEN PK FORMAL GARDENS,79343,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4482,153.03,502989,6963920,200504072
CENTRAL,BOWEN HILLS,D0085,PERRY PARK,B-RE-1827-N001,EDMONSTONE ST PLAYGROUND & HALF COURT,45836,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4443,153.041,504101,6964350,200488244
CENTRAL,NEWSTEAD,D0084,NEWSTEAD PARK,B-RE-1828-N002,NEWSTEAD PK PLAYGROUND,112191,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.443,153.046,504548,6964490,200520241
CENTRAL,NEWSTEAD,D0084,NEWSTEAD PARK,B-RE-1828-N011,BALANCE OF PARK,42852,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4426,153.046,504498,6964540,200486774
CENTRAL,NEWSTEAD,D0084,NEWSTEAD PARK,B-RE-1828-N011,BALANCE OF PARK,112057,BUBBLER/DRINKING FOUNTAIN,SPECIAL TYPE FOUNTAIN,-27.4422,153.046,504573,6964580,200520136
CENTRAL,NEWSTEAD,D0084,NEWSTEAD PARK,B-RE-1828-N011,BALANCE OF PARK,112318,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4432,153.046,504554,6964480,200520330
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N001,GREGORY TCE ACCESS & CAR PARKING,25414,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.453,153.028,502746,6963380,200479046
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N003,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),31562,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4544,153.025,502520,6963230,200481348
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N003,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),33642,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,-27.4541,153.026,502585,6963270,200482036
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N003,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),109590,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,-27.454,153.026,502534,6963280,200518178
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N007,GILCHRIST AVE TOILET,33642,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4507,153.026,502600,6963640,200482036
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N010,BALANCE OF PARK,1321,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4514,153.024,502407,6963570,200470714
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N015,GREGORY TCE PLAYGROUND (SPRING HILL),109432,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS BUBBLER,-27.4545,153.025,502479,6963220,200518037
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N017,VICTORIA PK GOLF COURSE,109838,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4558,153.021,502101,6963070,200518349
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N017,VICTORIA PK GOLF COURSE,109839,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4557,153.022,502131,6963090,200518350
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N017,VICTORIA PK GOLF COURSE,109873,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.451,153.023,502305,6963610,200518378
CENTRAL,HERSTON,D0083,VICTORIA PARK,B-RE-1829-N021,VICTORIA PK (GREGORY TCE) SHARED PATHWAY NETWORK,50865,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4576,153.024,502341,6962880,200489021
CENTRAL,BRISBANE CITY,D0082,ANZAC SQUARE,B-RE-1830-N001,ANZAC SQUARE GARDENS,34586,BUBBLER/DRINKING FOUNTAIN,BOWL SHAPED DRINKING FOUNTAIN,-27.4664,153.027,502632,6961910,200482430
CENTRAL,BRISBANE CITY,D0082,ANZAC SQUARE,B-RE-1830-N001,ANZAC SQUARE GARDENS,82580,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4665,153.026,502615,6961900,200505660
CENTRAL,SPRING HILL,D0081,TERRACE STREET PARK,B-RE-1831-N001,SEDGEBROOK ST PLAYGROUND,44385,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4639,153.023,502261,6962180,200487337
CENTRAL,NEW FARM,D0080,MERTHYR PARK,B-RE-1832-N006,MERTHYR PK SHARED PATHWAY,34580,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4754,153.044,504351,6960910,200482424
CENTRAL,NEW FARM,D0080,MERTHYR PARK,B-RE-1832-N007,MERTHYR PK PLAYGROUND,1167,BUBBLER/DRINKING FOUNTAIN,FOUNTAIN - DISABLED ACCESS,-27.4754,153.045,504426,6960910,200470648
CENTRAL,TENERIFFE,D0078,TENERIFFE PARK,B-RE-1834-N002,TENERIFFE PK BUSHLAND GP RESTORATION SITE,34569,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4571,153.046,504586,6962930,200482417
CENTRAL,TENERIFFE,D0078,TENERIFFE PARK,B-RE-1834-N004,TENERIFFE PK PICNIC AREA,47700,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4583,153.046,504584,6962800,200488527
CENTRAL,FORTITUDE VALLEY,D0076,CENTENARY PLACE PARK,B-RE-1836-N002,CENTENARY PLACE GARDENS,19345,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4608,153.032,503155,6962520,200477059
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,B-RE-1837-N003,HOLMAN ST (EAST) PICNIC AREA,45970,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4654,153.036,503601,6962020,200488314
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,B-RE-1837-N004,CAPTAIN BURKE PK PATHWAY NETWORK,19216,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4655,153.035,503496,6962010,200477038
THE GABBA,KANGAROO POINT,D0075,CAPTAIN BURKE PARK,B-RE-1837-N008,HOLMAN ST (WEST) PICNIC AREA,118547,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4654,153.035,503416,6962010,200524179
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,B-RE-1840-N001,WICKHAM PK ESCARPMENT,146012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4649,153.021,502087,6962070,200541181
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,B-RE-1840-N001,WICKHAM PK ESCARPMENT,146019,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4652,153.021,502124,6962040,200541187
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,B-RE-1840-N001,WICKHAM PK ESCARPMENT,146025,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4654,153.022,502165,6962020,200541193
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,B-RE-1841-N001,BALANCE OF PARK,34555,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4624,153.015,501443,6962340,200482410
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,B-RE-1841-N001,BALANCE OF PARK,91019,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4618,153.015,501466,6962420,200509918
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,B-RE-1841-N001,BALANCE OF PARK,91022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4624,153.015,501457,6962350,200509921
DOBOY,CARINA,D0067,BELMONT RECREATION RESERVE,B-RE-1843-N009,NARRACOTT ST PLAYGROUND,13877,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4953,153.096,509476,6958700,200475184
CHANDLER,CHANDLER,D0065,TINGALPA CREEK RESERVE,B-RE-1845-N005,CHADWELL ST PICNIC AREA,78323,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5017,153.184,518140,6957980,200503286
HOLLAND PARK,HOLLAND PARK WEST,D0064,GLINDEMANN PARK,B-RE-1846-N001,GLINDEMANN PK PICNIC AREA,100110472,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5264,153.07,506873,6955250,100110472
HOLLAND PARK,HOLLAND PARK WEST,D0064,GLINDEMANN PARK,B-RE-1846-N003,GLINDEMANN PK DISTRICT PLAYGROUND (LOGAN RD SECTION),52802,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5264,153.07,506934,6955260,200489458
HOLLAND PARK,HOLLAND PARK WEST,D0064,GLINDEMANN PARK,B-RE-1846-N003,GLINDEMANN PK DISTRICT PLAYGROUND (LOGAN RD SECTION),165049,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5214,153.071,507006,6955820,200550818
HOLLAND PARK,HOLLAND PARK WEST,D0064,GLINDEMANN PARK,B-RE-1846-N009,GLINDEMANN PK PICNIC AREA (LAWN ST SECTION),52337,BUBBLER/DRINKING FOUNTAIN,"DRINKING FOUNTAIN & TAP, DOG BOWL",-27.526,153.07,506914,6955300,100123076
MORNINGSIDE,NORMAN PARK,D0063,PATTISON PARK,B-RE-1847-N003,PATTISON PK PLAYGROUND,13734,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP (ANTIVANDAL),-27.4802,153.067,506577,6960380,200475127
DOBOY,CARINA,D0062,JOE BRADFIELD CENTRE PARK,B-RE-1848-N007,JOE BRADFIELD PK SHARED PATHWAY,13710,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4921,153.091,508960,6959050,200475119
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N005,BOUNDARY RD DOG OFF LEASH AREA (WHITES HILL RES),30058,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5148,153.075,507383,6956540,200480588
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N005,BOUNDARY RD DOG OFF LEASH AREA (WHITES HILL RES),180493,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5144,153.074,507321,6956580,200560452
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N006,WHITES HILL COMMON ALL ABILITIES PLAYGROUND,50840,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN (ANTI VANDAL) & TAP,-27.5088,153.078,507700,6957200,100113343
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N006,WHITES HILL COMMON ALL ABILITIES PLAYGROUND,50897,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.5087,153.078,507727,6957220,100118144
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N006,WHITES HILL COMMON ALL ABILITIES PLAYGROUND,50902,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.5085,153.078,507739,6957240,100118145
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N007,WHITES HILL RESERVE MEMORIAL,78464,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5094,153.078,507737,6957140,200503401
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N012,THE COMMON (PLAYGROUND) PICNIC AREA,50820,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,-27.509,153.079,507787,6957190,100118054
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N017,BRISBANE METROPOLITAN TOUCH FIELDS,7042,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5094,153.08,507863,6957140,200472769
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N017,BRISBANE METROPOLITAN TOUCH FIELDS,39883,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5112,153.079,507825,6956940,200485313
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N017,BRISBANE METROPOLITAN TOUCH FIELDS,78367,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5094,153.08,507860,6957140,200503317
COORPAROO,CAMP HILL,D0056,WHITES HILL RESERVE,B-RE-1853-N018,HOLLAND PARK HAWKS SOCCER FIELDS,78397,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5079,153.076,507507,6957310,200503344
MORNINGSIDE,CAMP HILL,D0055,GARTH WEBB PARK,B-RE-1854-N002,GARTH WEBB PK PICNIC AREA,6978,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4883,153.086,508498,6959480,200472753
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,B-RE-1855-N001,BALANCE OF PARK,6954,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4897,153.083,508249,6959320,200472744
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,B-RE-1855-N004,LAVARACK PK PICNIC AREA,123926,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4899,153.084,508345,6959290,200528656
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,B-RE-1855-N006,LAVARACK PK GROUP PICNIC AREA,123934,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4897,153.084,508309,6959320,200528663
COORPAROO,CAMP HILL,D0053,BURN STREET PARK,B-RE-1856-N001,LONG ST PLAYGROUND,196246,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER,-27.4956,153.084,508276,6958670,100253031
DOBOY,MURARRIE,D0051,MURARRIE RECREATION GROUND,B-RE-1858-N005,VICKI WILSON (RAWLINSON ST) PICNIC AREA,44090,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.4664,153.102,510054,6961900,100092254
MORNINGSIDE,NORMAN PARK,D0050,VECTIS STREET PARK,B-RE-1859-N003,SCOTT ST DOG OFF LEASH AREA,42544,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4801,153.058,505724,6960380,200486645
ENOGGERA,ASHGROVE,D0161,DORRINGTON PARK,B-RE-1862-N002,FRASERS RD PICNIC AREA,95086,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4392,152.988,498791,6964920,200511011
ENOGGERA,ASHGROVE,D0161,DORRINGTON PARK,B-RE-1862-N008,MIRRABOOKA RD PICNIC AREA,94990,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4394,152.986,498600,6964890,200510929
ENOGGERA,ASHGROVE,D0161,DORRINGTON PARK,B-RE-1862-N009,ENOGGERA CK HALF COURT,5287,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4395,152.987,498764,6964880,200472165
ENOGGERA,ASHGROVE,D0161,DORRINGTON PARK,B-RE-1862-N010,ENCHANTED FOREST DISTRICT PLAYGROUND,5288,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4391,152.986,498584,6964930,200472166
DEAGON,SHORNCLIFFE,D0288,MOORA PARK,B-RE-1865-N003,MOORA PK PATH & BIKEWAY NETWORK,34714,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3249,153.085,508423,6977580,200522654
DEAGON,SHORNCLIFFE,D0288,MOORA PARK,B-RE-1865-N003,MOORA PK PATH & BIKEWAY NETWORK,115980,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3245,153.085,508369,6977620,200522653
DEAGON,SHORNCLIFFE,D0288,MOORA PARK,B-RE-1865-N007,BALANCE OF PARK,115981,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3251,153.085,508458,6977550,200522654
DEAGON,SHORNCLIFFE,D0288,MOORA PARK,B-RE-1865-N007,BALANCE OF PARK,116011,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3248,153.086,508493,6977590,200522679
DEAGON,SHORNCLIFFE,D0288,MOORA PARK,B-RE-1865-N008,MOORA PK PLAYGROUND,115977,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3252,153.085,508416,6977540,200522651
DEAGON,SANDGATE,D0285,SANDGATE MEMORIAL PARK,B-RE-1868-N002,SANDGATE MEMORIAL,11144,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3206,153.07,506892,6978050,200474165
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N001,DEAGON ST PICNIC AREA,11093,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3143,153.064,506302,6978750,200474142
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N001,DEAGON ST PICNIC AREA,38263,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3144,153.064,506353,6978740,200484446
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N007,BRIGHTON RD PICNIC AREA,34518,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3153,153.066,506493,6978630,200482390
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N013,SOUTHERDEN ST NTH PICNIC AREA,79521,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3142,153.063,506192,6978760,200504213
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N015,DOWSE LAGOON SHARED PATHWAY CIRCUIT,22616,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3186,153.064,506345,6978270,200478220
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N015,DOWSE LAGOON SHARED PATHWAY CIRCUIT,34506,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,-27.3143,153.063,506198,6978750,200482388
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N015,DOWSE LAGOON SHARED PATHWAY CIRCUIT,47626,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3146,153.064,506359,6978710,200488513
DEAGON,SANDGATE,D0284,SANDGATE SECOND LAGOON RESERVE,B-RE-1869-N016,ROTARY PK (SOUTHERDEN ST) PICNIC AREA,78642,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3192,153.063,506267,6978210,200503517
DEAGON,DEAGON,D0283,DEAGON SPORTSGROUND PARK,B-RE-1870-N002,BALANCE OF PARK,32006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3207,153.063,506256,6978040,200481586
DEAGON,DEAGON,D0283,DEAGON SPORTSGROUND PARK,B-RE-1870-N010,DEAGON SPORTSGROUND BASKETBALL FACILITY,38240,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.322,153.062,506171,6977900,200484439
DEAGON,BRIGHTON,D0281,SANDGATE THIRD LAGOON RESERVE,B-RE-1871-N005,BASKERVILLE ST (SONYA ST) PICNIC AREA,78771,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3102,153.056,505507,6979210,200503627
DEAGON,BRIGHTON,D0281,SANDGATE THIRD LAGOON RESERVE,B-RE-1871-N005,BASKERVILLE ST (SONYA ST) PICNIC AREA,78777,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3096,153.055,505392,6979270,200503633
DEAGON,BRIGHTON,D0281,SANDGATE THIRD LAGOON RESERVE,B-RE-1871-N011,BASKERVILLE ST (PAUL ST) PICNIC AREA,52708,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER,-27.3121,153.058,505715,6978990,100124180
DEAGON,BRIGHTON,D0279,TENTH AVENUE PARK,B-RE-1873-N003,BALANCE OF PARK,3943,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3071,153.065,506394,6979550,200471709
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N001,FRANK DOYLE PK PICNIC AREA,32050,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3291,153.087,508623,6977110,200481609
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N002,FLINDERS PDE PICNIC AREA (OPP SECOND AVE),68746,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL - BASIN & FOUNTAIN,-27.318,153.073,507200,6978340,200500830
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N004,RAAF WWII PK PICNIC AREA (BRIGHTON),105337,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.2929,153.065,506400,6981120,200515742
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N006,BRIGHTON FORESHORE PROMENADE,106759,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3042,153.066,506506,6979870,200516316
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N007,FLINDERS PDE (SANDGATE FORESHORE) PROMENADE,68743,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL FOR POROJECT - BASIN &,-27.3141,153.069,506874,6978770,200500827
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N007,FLINDERS PDE (SANDGATE FORESHORE) PROMENADE,68745,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL - BASIN & FOUNTAIN,-27.3172,153.072,507127,6978430,200500829
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N007,FLINDERS PDE (SANDGATE FORESHORE) PROMENADE,68748,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL FOR POROJECT - BASIN &,-27.3158,153.071,506997,6978580,200500831
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N007,FLINDERS PDE (SANDGATE FORESHORE) PROMENADE,68750,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BOWL & TAP,-27.3204,153.075,507413,6978080,200500833
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N007,FLINDERS PDE (SANDGATE FORESHORE) PROMENADE,105950,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3117,153.069,506861,6979030,200516066
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N008,ARTHUR DAVIS PK ACCESS,75478,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3116,153.068,506762,6979050,200502004
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N014,ARTHUR DAVIS PK PICNIC AREA,105947,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3134,153.069,506862,6978850,200516063
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N014,ARTHUR DAVIS PK PICNIC AREA,105948,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3132,153.07,506879,6978870,200516064
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N015,SHORNCLIFFE PIER METROPOLITAN PLAYGROUND,11218,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3238,153.085,508373,6977700,200474205
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N018,BAXTERS JETTY & BOAT RAMP (FRANK DOYLE PK SHORNCLIFFE),104764,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3294,153.087,508609,6977070,200515581
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N019,FLINDERS PDE PICNIC AREA (OPP 4TH AVE),68744,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL - BASIN & FOUNTAIN,-27.3168,153.072,507091,6978480,200500828
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N020,SANDGATE SWIMMING POOL,68754,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL FOR POROJECT - BASIN &,-27.3129,153.069,506835,6978910,200500837
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N020,SANDGATE SWIMMING POOL,75542,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3121,153.069,506794,6978990,200502005
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N020,SANDGATE SWIMMING POOL,105951,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3119,153.069,506795,6979020,200516067
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N022,SHORNCLIFFE PIER,100116891,BUBBLER/DRINKING FOUNTAIN,TAP & WATER FOUNTAIN,-27.3211,153.087,508605,6978000,100116891
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N022,SHORNCLIFFE PIER,100116892,BUBBLER/DRINKING FOUNTAIN,TAP & WATER FOUNTAIN,-27.3212,153.087,508591,6977990,100116892
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N022,SHORNCLIFFE PIER,100116894,BUBBLER/DRINKING FOUNTAIN,TAP & WATER FOUNTAIN,-27.3216,153.086,508517,6977940,100116894
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N022,SHORNCLIFFE PIER,100116895,BUBBLER/DRINKING FOUNTAIN,TAP & WATER FOUNTAIN,-27.3217,153.086,508502,6977930,100116895
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N023,SHORNCLIFFE PIER BEACH & PATHWAYS,3823,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3237,153.085,508382,6977700,200471673
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N024,LOVERS' WALK PICNIC AREA (SHORNCLIFFE),68751,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BASIN & TAP,-27.322,153.082,508063,6977900,200500834
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N024,LOVERS' WALK PICNIC AREA (SHORNCLIFFE),68753,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BASIN & TAP,-27.3221,153.081,507976,6977880,200500836
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N025,ARTHUR DAVIS PK ACCESS,105971,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.313,153.069,506826,6978890,200516087
DEAGON,SANDGATE,D0276,SANDGATE FORESHORES PARK,B-RE-1875-N026,SHORNCLIFFE PIER PICNIC AREA (NEAR PLAYGROUND),106930,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH BOWL AND DRAIN,-27.3232,153.084,508317,6977760,200516453
